,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner_team,goal_difference
23662,2001-05-04,United Arab Emirates,Brunei,4,0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,United Arab Emirates,4
23663,2001-05-04,Yemen,India,3,3,FIFA World Cup qualification,Sana'a,Yemen,False,Draw,0
23664,2001-05-05,Jordan,Turkmenistan,1,2,FIFA World Cup qualification,Amman,Jordan,False,Turkmenistan,1
23665,2001-05-05,Madagascar,Tunisia,0,2,FIFA World Cup qualification,Antananarivo,Madagascar,False,Tunisia,2
23666,2001-05-05,Nigeria,Liberia,2,0,FIFA World Cup qualification,Port Harcourt,Nigeria,False,Nigeria,2
23667,2001-05-05,Sierra Leone,Ghana,1,1,FIFA World Cup qualification,Freetown,Sierra Leone,False,Draw,0
23668,2001-05-05,South Africa,Zimbabwe,2,1,FIFA World Cup qualification,Johannesburg,South Africa,False,South Africa,1
23669,2001-05-05,St. Kitts and Nevis,Puerto Rico,2,0,Friendly,Basseterre,St. Kitts and Nevis,False,St. Kitts and Nevis,2
23670,2001-05-06,Angola,Cameroon,2,0,FIFA World Cup qualification,Luanda,Angola,False,Angola,2
23671,2001-05-06,Cambodia,China,0,4,FIFA World Cup qualification,Phnom Penh,Cambodia,False,China,4
23672,2001-05-06,Congo,Congo DR,1,1,FIFA World Cup qualification,Pointe-Noire,Congo,False,Draw,0
23673,2001-05-06,Egypt,Senegal,1,0,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,1
23674,2001-05-06,Maldives,Indonesia,0,2,FIFA World Cup qualification,Malé,Maldives,False,Indonesia,2
23675,2001-05-06,Togo,Zambia,3,2,FIFA World Cup qualification,Lomé,Togo,False,Togo,1
23676,2001-05-07,Guernsey,Jersey,4,1,Friendly,St. Sampson,Guernsey,False,Guernsey,3
23677,2001-05-07,Jordan,Uzbekistan,1,1,FIFA World Cup qualification,Amman,Jordan,False,Draw,0
23678,2001-05-07,Oman,Philippines,7,0,FIFA World Cup qualification,Muscat,Oman,False,Oman,7
23679,2001-05-07,Syria,Laos,11,0,FIFA World Cup qualification,Aleppo,Syria,False,Syria,11
23680,2001-05-07,Turkmenistan,Taiwan,1,0,FIFA World Cup qualification,Amman,Jordan,True,Turkmenistan,1
23681,2001-05-09,Estonia,Finland,1,1,Friendly,Kuressaare,Estonia,False,Draw,0
23682,2001-05-09,Georgia,Azerbaijan,1,0,Friendly,Kutaisi,Georgia,False,Georgia,1
23683,2001-05-10,Trinidad and Tobago,Grenada,5,3,Friendly,Macoya,Trinidad and Tobago,False,Trinidad and Tobago,2
23684,2001-05-11,Oman,Philippines,2,0,FIFA World Cup qualification,Muscat,Oman,False,Oman,2
23685,2001-05-11,Syria,Laos,9,0,FIFA World Cup qualification,Aleppo,Syria,False,Syria,9
23686,2001-05-11,Yemen,United Arab Emirates,2,1,FIFA World Cup qualification,Sana'a,Yemen,False,Yemen,1
23687,2001-05-12,Brunei,India,0,1,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,False,India,1
23688,2001-05-13,China,Indonesia,5,1,FIFA World Cup qualification,Kunming,China,False,China,4
23689,2001-05-13,Lebanon,Pakistan,6,0,FIFA World Cup qualification,Beirut,Lebanon,False,Lebanon,6
23690,2001-05-13,Thailand,Sri Lanka,4,2,FIFA World Cup qualification,Beirut,Lebanon,True,Thailand,2
23691,2001-05-15,Lebanon,Sri Lanka,4,0,FIFA World Cup qualification,Beirut,Lebanon,False,Lebanon,4
23692,2001-05-15,Martinique,Jamaica,0,1,CFU Caribbean Cup,Arima,Trinidad and Tobago,True,Jamaica,1
23693,2001-05-15,Thailand,Pakistan,3,0,FIFA World Cup qualification,Beirut,Lebanon,True,Thailand,3
23694,2001-05-15,Trinidad and Tobago,Barbados,5,0,CFU Caribbean Cup,Arima,Trinidad and Tobago,False,Trinidad and Tobago,5
23695,2001-05-16,Cuba,Suriname,4,3,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,Cuba,1
23696,2001-05-16,Haiti,St. Kitts and Nevis,7,2,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,Haiti,5
23697,2001-05-17,Lebanon,Thailand,1,2,FIFA World Cup qualification,Beirut,Lebanon,False,Thailand,1
23698,2001-05-17,Martinique,Barbados,3,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,Martinique,2
23699,2001-05-17,Pakistan,Sri Lanka,3,3,FIFA World Cup qualification,Beirut,Lebanon,True,Draw,0
23700,2001-05-17,Trinidad and Tobago,Jamaica,2,1,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,1
23701,2001-05-18,Haiti,Suriname,1,1,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,Draw,0
23702,2001-05-18,St. Kitts and Nevis,Cuba,1,1,CFU Caribbean Cup,Macoya,Trinidad and Tobago,True,Draw,0
23703,2001-05-18,Syria,Oman,3,3,FIFA World Cup qualification,Aleppo,Syria,False,Draw,0
23704,2001-05-18,United Arab Emirates,Yemen,3,2,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,United Arab Emirates,1
23705,2001-05-19,Barbados,Jamaica,1,2,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,Jamaica,1
23706,2001-05-19,Laos,Philippines,2,0,FIFA World Cup qualification,Vientiane,Laos,False,Laos,2
23707,2001-05-19,Trinidad and Tobago,Martinique,1,2,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,Martinique,1
23708,2001-05-20,China,Cambodia,3,1,FIFA World Cup qualification,Guangzhou,China,False,China,2
23709,2001-05-20,Haiti,Cuba,0,0,CFU Caribbean Cup,Arima,Trinidad and Tobago,True,Draw,0
23710,2001-05-20,India,Brunei,5,0,FIFA World Cup qualification,Bangalore,India,False,India,5
23711,2001-05-20,Lesotho,Swaziland,1,0,Friendly,Maseru,Lesotho,False,Lesotho,1
23712,2001-05-20,Suriname,St. Kitts and Nevis,0,4,CFU Caribbean Cup,Arima,Trinidad and Tobago,True,St. Kitts and Nevis,4
23713,2001-05-20,Tunisia,Ivory Coast,1,1,FIFA World Cup qualification,Tunis,Tunisia,False,Draw,0
23714,2001-05-22,Haiti,Martinique,5,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,True,Haiti,5
23715,2001-05-22,Singapore,New Zealand,3,0,Friendly,Singapore,Singapore,False,Singapore,3
23716,2001-05-22,Trinidad and Tobago,Cuba,2,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,2
23717,2001-05-23,Costa Rica,Belize,4,0,UNCAF Cup,San Pedro Sula,Honduras,True,Costa Rica,4
23718,2001-05-23,El Salvador,Nicaragua,3,0,UNCAF Cup,Puerto Cortés,Honduras,True,El Salvador,3
23719,2001-05-23,Honduras,Panama,1,2,UNCAF Cup,San Pedro Sula,Honduras,False,Panama,1
23720,2001-05-24,Martinique,Cuba,1,0,CFU Caribbean Cup,Arima,Trinidad and Tobago,True,Martinique,1
23721,2001-05-25,El Salvador,Panama,2,1,UNCAF Cup,Tegucigalpa,Honduras,True,El Salvador,1
23722,2001-05-25,England,Mexico,4,0,Friendly,Derby,England,False,England,4
23723,2001-05-25,Guatemala,Belize,3,3,UNCAF Cup,Puerto Cortés,Honduras,True,Draw,0
23724,2001-05-25,Honduras,Nicaragua,10,2,UNCAF Cup,Tegucigalpa,Honduras,False,Honduras,8
23725,2001-05-25,Korea Republic,Cameroon,0,0,Friendly,Suwon,Korea Republic,False,Draw,0
23726,2001-05-25,Oman,Syria,2,0,FIFA World Cup qualification,Muscat,Oman,False,Oman,2
23727,2001-05-25,Trinidad and Tobago,Haiti,3,0,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,3
23728,2001-05-26,Pakistan,Lebanon,1,8,FIFA World Cup qualification,Bangkok,Thailand,True,Lebanon,7
23729,2001-05-26,Philippines,Laos,1,1,FIFA World Cup qualification,Pasig City,Philippines,False,Draw,0
23730,2001-05-26,Thailand,Sri Lanka,3,0,FIFA World Cup qualification,Bangkok,Thailand,False,Thailand,3
23731,2001-05-27,Costa Rica,Guatemala,1,1,UNCAF Cup,San Pedro Sula,Honduras,True,Draw,0
23732,2001-05-27,Honduras,El Salvador,1,1,UNCAF Cup,San Pedro Sula,Honduras,False,Draw,0
23733,2001-05-27,Indonesia,China,0,2,FIFA World Cup qualification,Jakarta,Indonesia,False,China,2
23734,2001-05-27,Panama,Nicaragua,6,0,UNCAF Cup,Puerto Cortés,Honduras,True,Panama,6
23735,2001-05-28,Sri Lanka,Lebanon,0,5,FIFA World Cup qualification,Bangkok,Thailand,True,Lebanon,5
23736,2001-05-28,Thailand,Pakistan,6,0,FIFA World Cup qualification,Bangkok,Thailand,False,Thailand,6
23737,2001-05-29,Germany,Slovakia,2,0,Friendly,Bremen,Germany,False,Germany,2
23738,2001-05-30,El Salvador,Guatemala,0,0,UNCAF Cup,San Pedro Sula,Honduras,True,Draw,0
23739,2001-05-30,Korea Republic,France,0,5,Confederations Cup,Daegu,Korea Republic,False,France,5
23740,2001-05-30,Mexico,Australia,0,2,Confederations Cup,Suwon,Korea Republic,True,Australia,2
23741,2001-05-30,Panama,Costa Rica,1,2,UNCAF Cup,San Pedro Sula,Honduras,True,Costa Rica,1
23742,2001-05-30,Sri Lanka,Pakistan,3,1,FIFA World Cup qualification,Bangkok,Thailand,True,Sri Lanka,2
23743,2001-05-30,Thailand,Lebanon,2,2,FIFA World Cup qualification,Bangkok,Thailand,False,Draw,0
23744,2001-05-31,Brazil,Cameroon,2,0,Confederations Cup,Kashima,Japan,True,Brazil,2
23745,2001-05-31,Japan,Canada,3,0,Confederations Cup,Niigata,Japan,False,Japan,3
23746,2001-06-01,Algeria,Angola,3,2,African Cup of Nations qualification,Algiers,Algeria,False,Algeria,1
23747,2001-06-01,Australia,France,1,0,Confederations Cup,Daegu,Korea Republic,True,Australia,1
23748,2001-06-01,El Salvador,Panama,1,1,UNCAF Cup,Tegucigalpa,Honduras,True,Draw,0
23749,2001-06-01,Guatemala,Costa Rica,2,0,UNCAF Cup,Tegucigalpa,Honduras,True,Guatemala,2
23750,2001-06-01,Korea Republic,Mexico,2,1,Confederations Cup,Ulsan,Korea Republic,False,Korea Republic,1
23751,2001-06-02,Armenia,Belarus,0,0,FIFA World Cup qualification,Yerevan,Armenia,False,Draw,0
23752,2001-06-02,Belgium,Latvia,3,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium,2
23753,2001-06-02,Canada,Brazil,0,0,Confederations Cup,Kashima,Japan,True,Draw,0
23754,2001-06-02,Croatia,San Marino,4,0,FIFA World Cup qualification,Varaždin,Croatia,False,Croatia,4
23755,2001-06-02,Denmark,Czech Republic,2,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark,1
23756,2001-06-02,Estonia,Netherlands,2,4,FIFA World Cup qualification,Tallinn,Estonia,False,Netherlands,2
23757,2001-06-02,Faroe Islands,Switzerland,0,1,FIFA World Cup qualification,Toftir,Faroe Islands,False,Switzerland,1
23758,2001-06-02,Finland,Germany,2,2,FIFA World Cup qualification,Helsinki,Finland,False,Draw,0
23759,2001-06-02,Gabon,Tunisia,1,1,African Cup of Nations qualification,Libreville,Gabon,False,Draw,0
23760,2001-06-02,Georgia,Italy,1,2,FIFA World Cup qualification,Tbilisi,Georgia,False,Italy,1
23761,2001-06-02,Greece,Albania,1,0,FIFA World Cup qualification,Heraklion,Greece,False,Greece,1
23762,2001-06-02,Iceland,Malta,3,0,FIFA World Cup qualification,Reykjavík,Iceland,False,Iceland,3
23763,2001-06-02,Ireland,Portugal,1,1,FIFA World Cup qualification,Dublin,Ireland,False,Draw,0
23764,2001-06-02,Japan,Cameroon,2,0,Confederations Cup,Niigata,Japan,False,Japan,2
23765,2001-06-02,Kenya,Morocco,1,1,African Cup of Nations qualification,Nairobi,Kenya,False,Draw,0
23766,2001-06-02,Liechtenstein,Israel,0,3,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Israel,3
23767,2001-06-02,Macedonia,Moldova,2,2,FIFA World Cup qualification,Skopje,Macedonia,False,Draw,0
23768,2001-06-02,Nigeria,Madagascar,1,0,African Cup of Nations qualification,Benin City,Nigeria,False,Nigeria,1
23769,2001-06-02,Northern Ireland,Bulgaria,0,1,FIFA World Cup qualification,Belfast,Northern Ireland,False,Bulgaria,1
23770,2001-06-02,Paraguay,Chile,1,0,FIFA World Cup qualification,Asunción,Paraguay,False,Paraguay,1
23771,2001-06-02,Peru,Ecuador,1,2,FIFA World Cup qualification,Lima,Peru,False,Ecuador,1
23772,2001-06-02,Romania,Hungary,2,0,FIFA World Cup qualification,Bucharest,Romania,False,Romania,2
23773,2001-06-02,Russia,Serbia,1,1,FIFA World Cup qualification,Moscow,Russia,False,Draw,0
23774,2001-06-02,Slovenia,Luxembourg,2,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,Slovenia,2
23775,2001-06-02,Spain,Bosnia-Herzegovina,4,1,FIFA World Cup qualification,Oviedo,Spain,False,Spain,3
23776,2001-06-02,Sweden,Slovakia,2,0,FIFA World Cup qualification,Solna,Sweden,False,Sweden,2
23777,2001-06-02,Turkey,Azerbaijan,3,0,FIFA World Cup qualification,Istanbul,Turkey,False,Turkey,3
23778,2001-06-02,Uganda,Togo,0,3,African Cup of Nations qualification,Kampala,Uganda,False,Togo,3
23779,2001-06-02,Ukraine,Norway,0,0,FIFA World Cup qualification,Kyïv,Ukraine,False,Draw,0
23780,2001-06-02,Wales,Poland,1,2,FIFA World Cup qualification,Cardiff,Wales,False,Poland,1
23781,2001-06-02,Zambia,Namibia,0,0,African Cup of Nations qualification,Chingola,Zambia,False,Draw,0
23782,2001-06-03,Argentina,Colombia,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina,3
23783,2001-06-03,Bolivia,Venezuela,5,0,FIFA World Cup qualification,La Paz,Bolivia,False,Bolivia,5
23784,2001-06-03,Burundi,Burkina Faso,0,0,African Cup of Nations qualification,Bujumbura,Burundi,False,Draw,0
23785,2001-06-03,Congo,Mauritius,0,0,African Cup of Nations qualification,Pointe-Noire,Congo,False,Draw,0
23786,2001-06-03,Costa Rica,El Salvador,1,1,UNCAF Cup,San Pedro Sula,Honduras,True,Draw,0
23787,2001-06-03,France,Mexico,4,0,Confederations Cup,Ulsan,Korea Republic,True,France,4
23788,2001-06-03,Gambia,Senegal,0,0,Friendly,Banjul,Gambia,False,Draw,0
23789,2001-06-03,Guatemala,Panama,3,1,UNCAF Cup,San Pedro Sula,Honduras,True,Guatemala,2
23790,2001-06-03,Korea Republic,Australia,1,0,Confederations Cup,Suwon,Korea Republic,False,Korea Republic,1
23791,2001-06-03,Lesotho,Congo DR,0,0,African Cup of Nations qualification,Maseru,Lesotho,False,Draw,0
23792,2001-06-03,Liberia,South Africa,1,1,African Cup of Nations qualification,Paynesville,Liberia,False,Draw,0
23793,2001-06-03,Libya,Ivory Coast,0,3,African Cup of Nations qualification,Tripoli,Libya,False,Ivory Coast,3
23794,2001-06-03,Zimbabwe,Ghana,1,2,African Cup of Nations qualification,Harare,Zimbabwe,False,Ghana,1
23795,2001-06-04,Cameroon,Canada,2,0,Confederations Cup,Niigata,Japan,True,Cameroon,2
23796,2001-06-04,Japan,Brazil,0,0,Confederations Cup,Kashima,Japan,False,Draw,0
23797,2001-06-04,Solomon Islands,Cook Islands,9,1,FIFA World Cup qualification,North Shore,New Zealand,True,Solomon Islands,8
23798,2001-06-04,Vanuatu,Tahiti,1,6,FIFA World Cup qualification,North Shore,New Zealand,True,Tahiti,5
23799,2001-06-06,Albania,Germany,0,2,FIFA World Cup qualification,Tirana,Albania,False,Germany,2
23800,2001-06-06,Armenia,Poland,1,1,FIFA World Cup qualification,Yerevan,Armenia,False,Draw,0
23801,2001-06-06,Azerbaijan,Slovakia,2,0,FIFA World Cup qualification,Baku,Azerbaijan,False,Azerbaijan,2
23802,2001-06-06,Cook Islands,Vanuatu,1,8,FIFA World Cup qualification,North Shore,New Zealand,True,Vanuatu,7
23803,2001-06-06,Czech Republic,Northern Ireland,3,1,FIFA World Cup qualification,Teplice,Czech Republic,False,Czech Republic,2
23804,2001-06-06,Denmark,Malta,2,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark,1
23805,2001-06-06,Estonia,Ireland,0,2,FIFA World Cup qualification,Tallinn,Estonia,False,Ireland,2
23806,2001-06-06,Faroe Islands,Serbia,0,6,FIFA World Cup qualification,Toftir,Faroe Islands,False,Serbia,6
23807,2001-06-06,Greece,England,0,2,FIFA World Cup qualification,Athens,Greece,False,England,2
23808,2001-06-06,Hungary,Georgia,4,1,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,3
23809,2001-06-06,Iceland,Bulgaria,1,1,FIFA World Cup qualification,Reykjavík,Iceland,False,Draw,0
23810,2001-06-06,Israel,Spain,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,Draw,0
23811,2001-06-06,Latvia,Croatia,0,1,FIFA World Cup qualification,Riga,Latvia,False,Croatia,1
23812,2001-06-06,Lithuania,Romania,1,2,FIFA World Cup qualification,Kaunas,Lithuania,False,Romania,1
23813,2001-06-06,Luxembourg,Russia,1,2,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Russia,1
23814,2001-06-06,New Zealand,Tahiti,5,0,FIFA World Cup qualification,North Shore,New Zealand,False,New Zealand,5
23815,2001-06-06,Norway,Belarus,1,1,FIFA World Cup qualification,Oslo,Norway,False,Draw,0
23816,2001-06-06,Portugal,Cyprus,6,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,6
23817,2001-06-06,San Marino,Belgium,1,4,FIFA World Cup qualification,Serravalle,San Marino,False,Belgium,3
23818,2001-06-06,Sweden,Moldova,6,0,FIFA World Cup qualification,Gothenburg,Sweden,False,Sweden,6
23819,2001-06-06,Switzerland,Slovenia,0,1,FIFA World Cup qualification,Basel,Switzerland,False,Slovenia,1
23820,2001-06-06,Turkey,Macedonia,3,3,FIFA World Cup qualification,Bursa,Turkey,False,Draw,0
23821,2001-06-06,Ukraine,Wales,1,1,FIFA World Cup qualification,Kyïv,Ukraine,False,Draw,0
23822,2001-06-07,France,Brazil,2,1,Confederations Cup,Suwon,Korea Republic,True,France,1
23823,2001-06-07,Japan,Australia,1,0,Confederations Cup,Yokohama,Japan,False,Japan,1
23824,2001-06-07,USA,Ecuador,0,0,Friendly,Columbus,USA,False,Draw,0
23825,2001-06-08,New Zealand,Cook Islands,2,0,FIFA World Cup qualification,North Shore,New Zealand,False,New Zealand,2
23826,2001-06-08,Vanuatu,Solomon Islands,2,7,FIFA World Cup qualification,North Shore,New Zealand,True,Solomon Islands,5
23827,2001-06-09,Australia,Brazil,1,0,Confederations Cup,Ulsan,Korea Republic,True,Australia,1
23828,2001-06-10,Angola,Mauritius,1,0,COSAFA Cup,Luanda,Angola,False,Angola,1
23829,2001-06-10,Jamaica,Cuba,4,1,Friendly,Kingston,Jamaica,False,Jamaica,3
23830,2001-06-10,Japan,France,0,1,Confederations Cup,Yokohama,Japan,False,France,1
23831,2001-06-10,Kenya,Egypt,1,1,Friendly,Nairobi,Kenya,False,Draw,0
23832,2001-06-10,Panama,Trinidad and Tobago,0,0,Friendly,La Chorrera,Panama,False,Draw,0
23833,2001-06-10,Sierra Leone,Gambia,1,1,Friendly,Freetown,Sierra Leone,False,Draw,0
23834,2001-06-11,Cook Islands,Tahiti,0,6,FIFA World Cup qualification,North Shore,New Zealand,True,Tahiti,6
23835,2001-06-11,New Zealand,Solomon Islands,5,1,FIFA World Cup qualification,North Shore,New Zealand,False,New Zealand,4
23836,2001-06-13,New Zealand,Vanuatu,7,0,FIFA World Cup qualification,North Shore,New Zealand,False,New Zealand,7
23837,2001-06-13,Tahiti,Solomon Islands,2,0,FIFA World Cup qualification,North Shore,New Zealand,True,Tahiti,2
23838,2001-06-16,Jamaica,USA,0,0,FIFA World Cup qualification,Kingston,Jamaica,False,Draw,0
23839,2001-06-16,Madagascar,Zambia,0,1,African Cup of Nations qualification,Antananarivo,Madagascar,False,Zambia,1
23840,2001-06-16,Mexico,Costa Rica,1,2,FIFA World Cup qualification,Mexico City,Mexico,False,Costa Rica,1
23841,2001-06-16,Morocco,Gabon,0,1,African Cup of Nations qualification,Fès,Morocco,False,Gabon,1
23842,2001-06-16,Namibia,Nigeria,0,2,African Cup of Nations qualification,Windhoek,Namibia,False,Nigeria,2
23843,2001-06-16,Trinidad and Tobago,Honduras,2,4,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,Honduras,2
23844,2001-06-17,Angola,Burundi,2,1,African Cup of Nations qualification,Cabinda,Angola,False,Angola,1
23845,2001-06-17,Burkina Faso,Algeria,1,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,Burkina Faso,1
23846,2001-06-17,Congo DR,Zimbabwe,2,1,African Cup of Nations qualification,Kinshasa,Congo DR,False,Congo DR,1
23847,2001-06-17,Ivory Coast,Egypt,2,2,African Cup of Nations qualification,Abidjan,Ivory Coast,False,Draw,0
23848,2001-06-17,Sudan,Libya,1,0,African Cup of Nations qualification,Khartoum,Sudan,False,Sudan,1
23849,2001-06-20,Costa Rica,Jamaica,2,1,FIFA World Cup qualification,Alajuela,Costa Rica,False,Costa Rica,1
23850,2001-06-20,Honduras,Mexico,3,1,FIFA World Cup qualification,San Pedro Sula,Honduras,False,Honduras,2
23851,2001-06-20,New Zealand,Australia,0,2,FIFA World Cup qualification,Wellington,New Zealand,False,Australia,2
23852,2001-06-20,USA,Trinidad and Tobago,2,0,FIFA World Cup qualification,Foxborough,USA,False,USA,2
23853,2001-06-21,Malaysia,Bahrain,2,4,Merdeka Tournament,Shah Alam,Malaysia,False,Bahrain,2
23854,2001-06-23,Bahrain,Bosnia-Herzegovina,0,1,Merdeka Tournament,Shah Alam,Malaysia,True,Bosnia-Herzegovina,1
23855,2001-06-23,Bermuda,Trinidad and Tobago,0,5,Friendly,Hamilton,Bermuda,False,Trinidad and Tobago,5
23856,2001-06-24,Australia,New Zealand,4,1,FIFA World Cup qualification,Sydney,Australia,False,Australia,3
23857,2001-06-24,Belize,Cuba,3,2,Friendly,Belize,Belize,False,Belize,1
23858,2001-06-24,Lesotho,Zambia,1,2,COSAFA Cup,Maseru,Lesotho,False,Zambia,1
23859,2001-06-25,Malaysia,Bosnia-Herzegovina,2,2,Merdeka Tournament,Shah Alam,Malaysia,False,Draw,0
23860,2001-06-26,India,Uzbekistan,1,2,Merdeka Tournament,Shah Alam,Malaysia,True,Uzbekistan,1
23861,2001-06-28,Bahrain,Uzbekistan,0,2,Merdeka Tournament,Shah Alam,Malaysia,True,Uzbekistan,2
23862,2001-06-28,Paraguay,Serbia,2,0,Kirin Cup,Tokyo,Japan,True,Paraguay,2
23863,2001-06-29,Libya,Angola,1,1,FIFA World Cup qualification,Tripoli,Libya,False,Draw,0
23864,2001-06-30,Bosnia-Herzegovina,Uzbekistan,1,2,Merdeka Tournament,Shah Alam,Malaysia,True,Uzbekistan,1
23865,2001-06-30,Greenland,Tibet,4,1,Friendly,Copenhagen,Denmark,True,Greenland,3
23866,2001-06-30,Morocco,Egypt,1,0,FIFA World Cup qualification,Rabat,Morocco,False,Morocco,1
23867,2001-06-30,Namibia,Algeria,0,4,FIFA World Cup qualification,Windhoek,Namibia,False,Algeria,4
23868,2001-06-30,Trinidad and Tobago,Jamaica,1,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,Jamaica,1
23869,2001-07-01,Burkina Faso,South Africa,1,1,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,Draw,0
23870,2001-07-01,Cameroon,Togo,2,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,Cameroon,2
23871,2001-07-01,Honduras,Costa Rica,2,3,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Costa Rica,1
23872,2001-07-01,Ivory Coast,Madagascar,6,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,Ivory Coast,6
23873,2001-07-01,Japan,Paraguay,2,0,Kirin Cup,Sapporo,Japan,False,Japan,2
23874,2001-07-01,Liberia,Ghana,1,2,FIFA World Cup qualification,Paynesville,Liberia,False,Ghana,1
23875,2001-07-01,Malawi,Swaziland,2,2,Friendly,Lilongwe,Malawi,False,Draw,0
23876,2001-07-01,Mexico,USA,1,0,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,1
23877,2001-07-01,Sudan,Nigeria,0,4,FIFA World Cup qualification,Omdurman,Sudan,False,Nigeria,4
23878,2001-07-01,Tunisia,Congo,6,0,FIFA World Cup qualification,Tunis,Tunisia,False,Tunisia,6
23879,2001-07-01,Uruguay,Brazil,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay,1
23880,2001-07-02,El Salvador,Ecuador,0,1,Friendly,East Rutherford,USA,True,Ecuador,1
23881,2001-07-03,Latvia,Estonia,3,1,Baltic Cup,Riga,Latvia,False,Latvia,2
23882,2001-07-04,Estonia,Lithuania,2,5,Baltic Cup,Riga,Latvia,True,Lithuania,3
23883,2001-07-04,Japan,Serbia,1,0,Kirin Cup,Ōita,Japan,False,Japan,1
23884,2001-07-05,Latvia,Lithuania,4,1,Baltic Cup,Riga,Latvia,False,Latvia,3
23885,2001-07-07,Honduras,Ecuador,1,1,Friendly,Miami,USA,True,Draw,0
